datetime,KQ.m@CFFEX.IC,expire_rest_days
2023-08-28 00:00:00+08:00,CFFEX.IC2309,21
2023-08-29 00:00:00+08:00,CFFEX.IC2309,18
2023-08-30 00:00:00+08:00,CFFEX.IC2309,17
2023-08-31 00:00:00+08:00,CFFEX.IC2309,16
2023-09-01 00:00:00+08:00,CFFEX.IC2309,15
2023-09-04 00:00:00+08:00,CFFEX.IC2309,14
2023-09-05 00:00:00+08:00,CFFEX.IC2309,11
2023-09-06 00:00:00+08:00,CFFEX.IC2309,10
2023-09-07 00:00:00+08:00,CFFEX.IC2309,9
2023-09-08 00:00:00+08:00,CFFEX.IC2309,8
2023-09-11 00:00:00+08:00,CFFEX.IC2309,7
2023-09-12 00:00:00+08:00,CFFEX.IC2309,4
2023-09-13 00:00:00+08:00,CFFEX.IC2309,3
2023-09-14 00:00:00+08:00,CFFEX.IC2310,37
2023-09-15 00:00:00+08:00,CFFEX.IC2310,36
2023-09-18 00:00:00+08:00,CFFEX.IC2310,35
2023-09-19 00:00:00+08:00,CFFEX.IC2310,32
2023-09-20 00:00:00+08:00,CFFEX.IC2310,31
2023-09-21 00:00:00+08:00,CFFEX.IC2310,30
2023-09-22 00:00:00+08:00,CFFEX.IC2310,29
2023-09-25 00:00:00+08:00,CFFEX.IC2310,28
2023-09-26 00:00:00+08:00,CFFEX.IC2310,25
2023-09-27 00:00:00+08:00,CFFEX.IC2310,24
2023-09-28 00:00:00+08:00,CFFEX.IC2310,23
2023-10-09 00:00:00+08:00,CFFEX.IC2310,14
2023-10-10 00:00:00+08:00,CFFEX.IC2310,11
2023-10-11 00:00:00+08:00,CFFEX.IC2310,10
2023-10-12 00:00:00+08:00,CFFEX.IC2310,9
2023-10-13 00:00:00+08:00,CFFEX.IC2310,8
2023-10-16 00:00:00+08:00,CFFEX.IC2310,7
2023-10-17 00:00:00+08:00,CFFEX.IC2310,4
2023-10-18 00:00:00+08:00,CFFEX.IC2310,3
2023-10-19 00:00:00+08:00,CFFEX.IC2311,30
2023-10-20 00:00:00+08:00,CFFEX.IC2311,29
2023-10-23 00:00:00+08:00,CFFEX.IC2311,28
2023-10-24 00:00:00+08:00,CFFEX.IC2311,25
2023-10-25 00:00:00+08:00,CFFEX.IC2311,24
2023-10-26 00:00:00+08:00,CFFEX.IC2311,23
2023-10-27 00:00:00+08:00,CFFEX.IC2311,22
2023-10-30 00:00:00+08:00,CFFEX.IC2311,21
2023-10-31 00:00:00+08:00,CFFEX.IC2311,18
2023-11-01 00:00:00+08:00,CFFEX.IC2311,17
2023-11-02 00:00:00+08:00,CFFEX.IC2311,16
2023-11-03 00:00:00+08:00,CFFEX.IC2311,15
2023-11-06 00:00:00+08:00,CFFEX.IC2311,14
2023-11-07 00:00:00+08:00,CFFEX.IC2311,11
2023-11-08 00:00:00+08:00,CFFEX.IC2311,10
2023-11-09 00:00:00+08:00,CFFEX.IC2311,9
2023-11-10 00:00:00+08:00,CFFEX.IC2311,8
2023-11-13 00:00:00+08:00,CFFEX.IC2311,7
2023-11-14 00:00:00+08:00,CFFEX.IC2311,4
2023-11-15 00:00:00+08:00,CFFEX.IC2311,3
2023-11-16 00:00:00+08:00,CFFEX.IC2312,30
2023-11-17 00:00:00+08:00,CFFEX.IC2312,29
2023-11-20 00:00:00+08:00,CFFEX.IC2312,28
2023-11-21 00:00:00+08:00,CFFEX.IC2312,25
2023-11-22 00:00:00+08:00,CFFEX.IC2312,24
2023-11-23 00:00:00+08:00,CFFEX.IC2312,23
2023-11-24 00:00:00+08:00,CFFEX.IC2312,22
2023-11-27 00:00:00+08:00,CFFEX.IC2312,21
2023-11-28 00:00:00+08:00,CFFEX.IC2312,18
2023-11-29 00:00:00+08:00,CFFEX.IC2312,17
2023-11-30 00:00:00+08:00,CFFEX.IC2312,16
2023-12-01 00:00:00+08:00,CFFEX.IC2312,15
2023-12-04 00:00:00+08:00,CFFEX.IC2312,14
2023-12-05 00:00:00+08:00,CFFEX.IC2312,11
2023-12-06 00:00:00+08:00,CFFEX.IC2312,10
2023-12-07 00:00:00+08:00,CFFEX.IC2312,9
2023-12-08 00:00:00+08:00,CFFEX.IC2312,8
2023-12-11 00:00:00+08:00,CFFEX.IC2312,7
2023-12-12 00:00:00+08:00,CFFEX.IC2312,4
2023-12-13 00:00:00+08:00,CFFEX.IC2312,3
2023-12-14 00:00:00+08:00,CFFEX.IC2401,37
2023-12-15 00:00:00+08:00,CFFEX.IC2401,36
2023-12-18 00:00:00+08:00,CFFEX.IC2401,35
2023-12-19 00:00:00+08:00,CFFEX.IC2401,32
2023-12-20 00:00:00+08:00,CFFEX.IC2401,31
2023-12-21 00:00:00+08:00,CFFEX.IC2401,30
2023-12-22 00:00:00+08:00,CFFEX.IC2401,29
2023-12-25 00:00:00+08:00,CFFEX.IC2401,28
2023-12-26 00:00:00+08:00,CFFEX.IC2401,25
2023-12-27 00:00:00+08:00,CFFEX.IC2401,24
2023-12-28 00:00:00+08:00,CFFEX.IC2401,23
2023-12-29 00:00:00+08:00,CFFEX.IC2401,22
2024-01-02 00:00:00+08:00,CFFEX.IC2401,18
2024-01-03 00:00:00+08:00,CFFEX.IC2401,17
2024-01-04 00:00:00+08:00,CFFEX.IC2401,16
2024-01-05 00:00:00+08:00,CFFEX.IC2401,15
2024-01-08 00:00:00+08:00,CFFEX.IC2401,14
2024-01-09 00:00:00+08:00,CFFEX.IC2401,11
2024-01-10 00:00:00+08:00,CFFEX.IC2401,10
2024-01-11 00:00:00+08:00,CFFEX.IC2401,9
2024-01-12 00:00:00+08:00,CFFEX.IC2401,8
2024-01-15 00:00:00+08:00,CFFEX.IC2401,7
2024-01-16 00:00:00+08:00,CFFEX.IC2401,4
2024-01-17 00:00:00+08:00,CFFEX.IC2401,3
2024-01-18 00:00:00+08:00,CFFEX.IC2402,33
2024-01-19 00:00:00+08:00,CFFEX.IC2402,32
2024-01-22 00:00:00+08:00,CFFEX.IC2402,31
2024-01-23 00:00:00+08:00,CFFEX.IC2402,28
2024-01-24 00:00:00+08:00,CFFEX.IC2402,27
2024-01-25 00:00:00+08:00,CFFEX.IC2402,26
2024-01-26 00:00:00+08:00,CFFEX.IC2402,25
2024-01-29 00:00:00+08:00,CFFEX.IC2402,24
2024-01-30 00:00:00+08:00,CFFEX.IC2402,21
2024-01-31 00:00:00+08:00,CFFEX.IC2402,20
2024-02-01 00:00:00+08:00,CFFEX.IC2402,19
2024-02-02 00:00:00+08:00,CFFEX.IC2402,18
2024-02-05 00:00:00+08:00,CFFEX.IC2402,17
2024-02-06 00:00:00+08:00,CFFEX.IC2402,14
2024-02-07 00:00:00+08:00,CFFEX.IC2403,38
2024-02-08 00:00:00+08:00,CFFEX.IC2403,37
2024-02-19 00:00:00+08:00,CFFEX.IC2403,28
2024-02-20 00:00:00+08:00,CFFEX.IC2403,25
2024-02-21 00:00:00+08:00,CFFEX.IC2403,24
2024-02-22 00:00:00+08:00,CFFEX.IC2403,23
2024-02-23 00:00:00+08:00,CFFEX.IC2403,22
2024-02-26 00:00:00+08:00,CFFEX.IC2403,21
2024-02-27 00:00:00+08:00,CFFEX.IC2403,18
2024-02-28 00:00:00+08:00,CFFEX.IC2403,17
2024-02-29 00:00:00+08:00,CFFEX.IC2403,16
2024-03-01 00:00:00+08:00,CFFEX.IC2403,15
2024-03-04 00:00:00+08:00,CFFEX.IC2403,14
2024-03-05 00:00:00+08:00,CFFEX.IC2403,11
2024-03-06 00:00:00+08:00,CFFEX.IC2403,10
2024-03-07 00:00:00+08:00,CFFEX.IC2403,9
2024-03-08 00:00:00+08:00,CFFEX.IC2403,8
2024-03-11 00:00:00+08:00,CFFEX.IC2403,7
2024-03-12 00:00:00+08:00,CFFEX.IC2403,4
2024-03-13 00:00:00+08:00,CFFEX.IC2403,3
2024-03-14 00:00:00+08:00,CFFEX.IC2404,37
2024-03-15 00:00:00+08:00,CFFEX.IC2404,36
2024-03-18 00:00:00+08:00,CFFEX.IC2404,35
2024-03-19 00:00:00+08:00,CFFEX.IC2404,32
2024-03-20 00:00:00+08:00,CFFEX.IC2404,31
2024-03-21 00:00:00+08:00,CFFEX.IC2404,30
2024-03-22 00:00:00+08:00,CFFEX.IC2404,29
2024-03-25 00:00:00+08:00,CFFEX.IC2404,28
2024-03-26 00:00:00+08:00,CFFEX.IC2404,25
2024-03-27 00:00:00+08:00,CFFEX.IC2404,24
2024-03-28 00:00:00+08:00,CFFEX.IC2404,23
2024-03-29 00:00:00+08:00,CFFEX.IC2404,22
2024-04-01 00:00:00+08:00,CFFEX.IC2404,21
2024-04-02 00:00:00+08:00,CFFEX.IC2404,18
2024-04-03 00:00:00+08:00,CFFEX.IC2404,17
2024-04-08 00:00:00+08:00,CFFEX.IC2404,14
2024-04-09 00:00:00+08:00,CFFEX.IC2404,11
2024-04-10 00:00:00+08:00,CFFEX.IC2404,10
2024-04-11 00:00:00+08:00,CFFEX.IC2404,9
2024-04-12 00:00:00+08:00,CFFEX.IC2404,8
2024-04-15 00:00:00+08:00,CFFEX.IC2404,7
2024-04-16 00:00:00+08:00,CFFEX.IC2404,4
2024-04-17 00:00:00+08:00,CFFEX.IC2404,3
2024-04-18 00:00:00+08:00,CFFEX.IC2405,30
2024-04-19 00:00:00+08:00,CFFEX.IC2405,29
2024-04-22 00:00:00+08:00,CFFEX.IC2405,28
2024-04-23 00:00:00+08:00,CFFEX.IC2405,25
2024-04-24 00:00:00+08:00,CFFEX.IC2405,24
2024-04-25 00:00:00+08:00,CFFEX.IC2405,23
2024-04-26 00:00:00+08:00,CFFEX.IC2405,22
2024-04-29 00:00:00+08:00,CFFEX.IC2405,21
2024-04-30 00:00:00+08:00,CFFEX.IC2405,18
2024-05-06 00:00:00+08:00,CFFEX.IC2405,14
2024-05-07 00:00:00+08:00,CFFEX.IC2405,11
2024-05-08 00:00:00+08:00,CFFEX.IC2405,10
2024-05-09 00:00:00+08:00,CFFEX.IC2405,9
2024-05-10 00:00:00+08:00,CFFEX.IC2405,8
2024-05-13 00:00:00+08:00,CFFEX.IC2405,7
2024-05-14 00:00:00+08:00,CFFEX.IC2405,4
2024-05-15 00:00:00+08:00,CFFEX.IC2405,3
2024-05-16 00:00:00+08:00,CFFEX.IC2406,37
2024-05-17 00:00:00+08:00,CFFEX.IC2406,36
2024-05-20 00:00:00+08:00,CFFEX.IC2406,35
2024-05-21 00:00:00+08:00,CFFEX.IC2406,32
2024-05-22 00:00:00+08:00,CFFEX.IC2406,31
2024-05-23 00:00:00+08:00,CFFEX.IC2406,30
2024-05-24 00:00:00+08:00,CFFEX.IC2406,29
2024-05-27 00:00:00+08:00,CFFEX.IC2406,28
2024-05-28 00:00:00+08:00,CFFEX.IC2406,25
2024-05-29 00:00:00+08:00,CFFEX.IC2406,24
2024-05-30 00:00:00+08:00,CFFEX.IC2406,23
2024-05-31 00:00:00+08:00,CFFEX.IC2406,22
2024-06-03 00:00:00+08:00,CFFEX.IC2406,21
2024-06-04 00:00:00+08:00,CFFEX.IC2406,18
2024-06-05 00:00:00+08:00,CFFEX.IC2406,17
2024-06-06 00:00:00+08:00,CFFEX.IC2406,16
2024-06-07 00:00:00+08:00,CFFEX.IC2406,15
2024-06-11 00:00:00+08:00,CFFEX.IC2406,11
2024-06-12 00:00:00+08:00,CFFEX.IC2406,10
2024-06-13 00:00:00+08:00,CFFEX.IC2406,9
2024-06-14 00:00:00+08:00,CFFEX.IC2406,8
2024-06-17 00:00:00+08:00,CFFEX.IC2406,7
2024-06-18 00:00:00+08:00,CFFEX.IC2406,4
2024-06-19 00:00:00+08:00,CFFEX.IC2406,3
2024-06-20 00:00:00+08:00,CFFEX.IC2407,30
2024-06-21 00:00:00+08:00,CFFEX.IC2407,29
2024-06-24 00:00:00+08:00,CFFEX.IC2407,28
2024-06-25 00:00:00+08:00,CFFEX.IC2407,25
2024-06-26 00:00:00+08:00,CFFEX.IC2407,24
2024-06-27 00:00:00+08:00,CFFEX.IC2407,23
2024-06-28 00:00:00+08:00,CFFEX.IC2407,22
2024-07-01 00:00:00+08:00,CFFEX.IC2407,21
2024-07-02 00:00:00+08:00,CFFEX.IC2407,18
2024-07-03 00:00:00+08:00,CFFEX.IC2407,17
2024-07-04 00:00:00+08:00,CFFEX.IC2407,16
2024-07-05 00:00:00+08:00,CFFEX.IC2407,15
2024-07-08 00:00:00+08:00,CFFEX.IC2407,14
2024-07-09 00:00:00+08:00,CFFEX.IC2407,11
2024-07-10 00:00:00+08:00,CFFEX.IC2407,10
2024-07-11 00:00:00+08:00,CFFEX.IC2407,9
2024-07-12 00:00:00+08:00,CFFEX.IC2407,8
2024-07-15 00:00:00+08:00,CFFEX.IC2407,7
2024-07-16 00:00:00+08:00,CFFEX.IC2407,4
2024-07-17 00:00:00+08:00,CFFEX.IC2407,3
2024-07-18 00:00:00+08:00,CFFEX.IC2408,30
2024-07-19 00:00:00+08:00,CFFEX.IC2408,29
2024-07-22 00:00:00+08:00,CFFEX.IC2408,28
2024-07-23 00:00:00+08:00,CFFEX.IC2408,25
2024-07-24 00:00:00+08:00,CFFEX.IC2408,24
2024-07-25 00:00:00+08:00,CFFEX.IC2408,23
2024-07-26 00:00:00+08:00,CFFEX.IC2408,22
2024-07-29 00:00:00+08:00,CFFEX.IC2408,21
2024-07-30 00:00:00+08:00,CFFEX.IC2408,18
2024-07-31 00:00:00+08:00,CFFEX.IC2408,17
2024-08-01 00:00:00+08:00,CFFEX.IC2408,16
2024-08-02 00:00:00+08:00,CFFEX.IC2408,15
2024-08-05 00:00:00+08:00,CFFEX.IC2408,14
2024-08-06 00:00:00+08:00,CFFEX.IC2408,11
2024-08-07 00:00:00+08:00,CFFEX.IC2408,10
2024-08-08 00:00:00+08:00,CFFEX.IC2408,9
2024-08-09 00:00:00+08:00,CFFEX.IC2408,8
2024-08-12 00:00:00+08:00,CFFEX.IC2408,7
2024-08-13 00:00:00+08:00,CFFEX.IC2408,4
2024-08-14 00:00:00+08:00,CFFEX.IC2408,3
2024-08-15 00:00:00+08:00,CFFEX.IC2409,37
2024-08-16 00:00:00+08:00,CFFEX.IC2409,36
2024-08-19 00:00:00+08:00,CFFEX.IC2409,35
2024-08-20 00:00:00+08:00,CFFEX.IC2409,32
2024-08-21 00:00:00+08:00,CFFEX.IC2409,31
2024-08-22 00:00:00+08:00,CFFEX.IC2409,30
2024-08-23 00:00:00+08:00,CFFEX.IC2409,29
2024-08-26 00:00:00+08:00,CFFEX.IC2409,28
2024-08-27 00:00:00+08:00,CFFEX.IC2409,25
2024-08-28 00:00:00+08:00,CFFEX.IC2409,24
2024-08-29 00:00:00+08:00,CFFEX.IC2409,23
2024-08-30 00:00:00+08:00,CFFEX.IC2409,22
2024-09-02 00:00:00+08:00,CFFEX.IC2409,21
2024-09-03 00:00:00+08:00,CFFEX.IC2409,18
2024-09-04 00:00:00+08:00,CFFEX.IC2409,17
2024-09-05 00:00:00+08:00,CFFEX.IC2409,16
2024-09-06 00:00:00+08:00,CFFEX.IC2409,15
2024-09-09 00:00:00+08:00,CFFEX.IC2409,14
2024-09-10 00:00:00+08:00,CFFEX.IC2409,11
2024-09-11 00:00:00+08:00,CFFEX.IC2409,10
2024-09-12 00:00:00+08:00,CFFEX.IC2409,9
2024-09-13 00:00:00+08:00,CFFEX.IC2409,8
2024-09-18 00:00:00+08:00,CFFEX.IC2409,3
2024-09-19 00:00:00+08:00,CFFEX.IC2410,30
2024-09-20 00:00:00+08:00,CFFEX.IC2410,29
2024-09-23 00:00:00+08:00,CFFEX.IC2410,28
2024-09-24 00:00:00+08:00,CFFEX.IC2410,25
2024-09-25 00:00:00+08:00,CFFEX.IC2410,24
2024-09-26 00:00:00+08:00,CFFEX.IC2410,23
2024-09-27 00:00:00+08:00,CFFEX.IC2410,22
2024-09-30 00:00:00+08:00,CFFEX.IC2410,21
2024-10-08 00:00:00+08:00,CFFEX.IC2410,11
2024-10-09 00:00:00+08:00,CFFEX.IC2410,10
2024-10-10 00:00:00+08:00,CFFEX.IC2410,9
2024-10-11 00:00:00+08:00,CFFEX.IC2410,8
2024-10-14 00:00:00+08:00,CFFEX.IC2410,7
2024-10-15 00:00:00+08:00,CFFEX.IC2410,4
2024-10-16 00:00:00+08:00,CFFEX.IC2410,3
2024-10-17 00:00:00+08:00,CFFEX.IC2411,30
2024-10-18 00:00:00+08:00,CFFEX.IC2411,29
2024-10-21 00:00:00+08:00,CFFEX.IC2411,28
2024-10-22 00:00:00+08:00,CFFEX.IC2411,25
2024-10-23 00:00:00+08:00,CFFEX.IC2412,59
2024-10-24 00:00:00+08:00,CFFEX.IC2412,58
2024-10-25 00:00:00+08:00,CFFEX.IC2412,57
2024-10-28 00:00:00+08:00,CFFEX.IC2412,56
2024-10-29 00:00:00+08:00,CFFEX.IC2412,53
2024-10-30 00:00:00+08:00,CFFEX.IC2412,52
2024-10-31 00:00:00+08:00,CFFEX.IC2412,51
2024-11-01 00:00:00+08:00,CFFEX.IC2412,50
2024-11-04 00:00:00+08:00,CFFEX.IC2412,49
2024-11-05 00:00:00+08:00,CFFEX.IC2412,46
2024-11-06 00:00:00+08:00,CFFEX.IC2412,45
2024-11-07 00:00:00+08:00,CFFEX.IC2412,44
2024-11-08 00:00:00+08:00,CFFEX.IC2412,43
2024-11-11 00:00:00+08:00,CFFEX.IC2412,42
2024-11-12 00:00:00+08:00,CFFEX.IC2412,39
2024-11-13 00:00:00+08:00,CFFEX.IC2412,38
2024-11-14 00:00:00+08:00,CFFEX.IC2412,37
2024-11-15 00:00:00+08:00,CFFEX.IC2412,36
2024-11-18 00:00:00+08:00,CFFEX.IC2412,35
2024-11-19 00:00:00+08:00,CFFEX.IC2412,32
2024-11-20 00:00:00+08:00,CFFEX.IC2412,31
2024-11-21 00:00:00+08:00,CFFEX.IC2412,30
2024-11-22 00:00:00+08:00,CFFEX.IC2412,29
2024-11-25 00:00:00+08:00,CFFEX.IC2412,28
2024-11-26 00:00:00+08:00,CFFEX.IC2412,25
2024-11-27 00:00:00+08:00,CFFEX.IC2412,24
2024-11-28 00:00:00+08:00,CFFEX.IC2412,23
2024-11-29 00:00:00+08:00,CFFEX.IC2412,22
2024-12-02 00:00:00+08:00,CFFEX.IC2412,21
2024-12-03 00:00:00+08:00,CFFEX.IC2412,18
2024-12-04 00:00:00+08:00,CFFEX.IC2412,17
2024-12-05 00:00:00+08:00,CFFEX.IC2412,16
2024-12-06 00:00:00+08:00,CFFEX.IC2412,15
2024-12-09 00:00:00+08:00,CFFEX.IC2412,14
2024-12-10 00:00:00+08:00,CFFEX.IC2412,11
2024-12-11 00:00:00+08:00,CFFEX.IC2412,10
2024-12-12 00:00:00+08:00,CFFEX.IC2412,9
2024-12-13 00:00:00+08:00,CFFEX.IC2412,8
2024-12-16 00:00:00+08:00,CFFEX.IC2412,7
2024-12-17 00:00:00+08:00,CFFEX.IC2412,4
2024-12-18 00:00:00+08:00,CFFEX.IC2412,3
2024-12-19 00:00:00+08:00,CFFEX.IC2503,93
2024-12-20 00:00:00+08:00,CFFEX.IC2501,29
2024-12-23 00:00:00+08:00,CFFEX.IC2501,28
2024-12-24 00:00:00+08:00,CFFEX.IC2501,25
2024-12-25 00:00:00+08:00,CFFEX.IC2501,24
2024-12-26 00:00:00+08:00,CFFEX.IC2501,23
2024-12-27 00:00:00+08:00,CFFEX.IC2501,22
2024-12-30 00:00:00+08:00,CFFEX.IC2501,21
2024-12-31 00:00:00+08:00,CFFEX.IC2501,18
2025-01-02 00:00:00+08:00,CFFEX.IC2501,16
2025-01-03 00:00:00+08:00,CFFEX.IC2501,15
2025-01-06 00:00:00+08:00,CFFEX.IC2501,14
2025-01-07 00:00:00+08:00,CFFEX.IC2501,11
2025-01-08 00:00:00+08:00,CFFEX.IC2501,10
2025-01-09 00:00:00+08:00,CFFEX.IC2501,9
2025-01-10 00:00:00+08:00,CFFEX.IC2501,8
2025-01-13 00:00:00+08:00,CFFEX.IC2501,7
2025-01-14 00:00:00+08:00,CFFEX.IC2501,4
2025-01-15 00:00:00+08:00,CFFEX.IC2501,3
2025-01-16 00:00:00+08:00,CFFEX.IC2503,65
2025-01-17 00:00:00+08:00,CFFEX.IC2503,64
2025-01-20 00:00:00+08:00,CFFEX.IC2503,63
2025-01-21 00:00:00+08:00,CFFEX.IC2503,60
2025-01-22 00:00:00+08:00,CFFEX.IC2503,59
2025-01-23 00:00:00+08:00,CFFEX.IC2503,58
2025-01-24 00:00:00+08:00,CFFEX.IC2503,57
2025-01-27 00:00:00+08:00,CFFEX.IC2503,56
2025-02-05 00:00:00+08:00,CFFEX.IC2503,45
2025-02-06 00:00:00+08:00,CFFEX.IC2503,44
2025-02-07 00:00:00+08:00,CFFEX.IC2503,43
2025-02-10 00:00:00+08:00,CFFEX.IC2503,42
2025-02-11 00:00:00+08:00,CFFEX.IC2503,39
2025-02-12 00:00:00+08:00,CFFEX.IC2503,38
2025-02-13 00:00:00+08:00,CFFEX.IC2503,37
2025-02-14 00:00:00+08:00,CFFEX.IC2503,36
2025-02-17 00:00:00+08:00,CFFEX.IC2503,35
2025-02-18 00:00:00+08:00,CFFEX.IC2503,32
2025-02-19 00:00:00+08:00,CFFEX.IC2503,31
2025-02-20 00:00:00+08:00,CFFEX.IC2503,30
2025-02-21 00:00:00+08:00,CFFEX.IC2503,29
2025-02-24 00:00:00+08:00,CFFEX.IC2503,28
2025-02-25 00:00:00+08:00,CFFEX.IC2503,25
2025-02-26 00:00:00+08:00,CFFEX.IC2503,24
2025-02-27 00:00:00+08:00,CFFEX.IC2503,23
2025-02-28 00:00:00+08:00,CFFEX.IC2503,22
2025-03-03 00:00:00+08:00,CFFEX.IC2503,21
2025-03-04 00:00:00+08:00,CFFEX.IC2503,18
2025-03-05 00:00:00+08:00,CFFEX.IC2503,17
2025-03-06 00:00:00+08:00,CFFEX.IC2503,16
2025-03-07 00:00:00+08:00,CFFEX.IC2503,15
2025-03-10 00:00:00+08:00,CFFEX.IC2503,14
2025-03-11 00:00:00+08:00,CFFEX.IC2503,11
2025-03-12 00:00:00+08:00,CFFEX.IC2503,10
2025-03-13 00:00:00+08:00,CFFEX.IC2503,9
2025-03-14 00:00:00+08:00,CFFEX.IC2503,8
2025-03-17 00:00:00+08:00,CFFEX.IC2503,7
2025-03-18 00:00:00+08:00,CFFEX.IC2503,4
2025-03-19 00:00:00+08:00,CFFEX.IC2503,3
2025-03-20 00:00:00+08:00,CFFEX.IC2504,30
2025-03-21 00:00:00+08:00,CFFEX.IC2504,29
2025-03-24 00:00:00+08:00,CFFEX.IC2504,28
2025-03-25 00:00:00+08:00,CFFEX.IC2504,25
2025-03-26 00:00:00+08:00,CFFEX.IC2504,24
2025-03-27 00:00:00+08:00,CFFEX.IC2504,23
2025-03-28 00:00:00+08:00,CFFEX.IC2504,22
2025-03-31 00:00:00+08:00,CFFEX.IC2504,21
2025-04-01 00:00:00+08:00,CFFEX.IC2504,18
2025-04-02 00:00:00+08:00,CFFEX.IC2504,17
2025-04-03 00:00:00+08:00,CFFEX.IC2504,16
2025-04-07 00:00:00+08:00,CFFEX.IC2504,14
2025-04-08 00:00:00+08:00,CFFEX.IC2504,11
2025-04-09 00:00:00+08:00,CFFEX.IC2504,10
2025-04-10 00:00:00+08:00,CFFEX.IC2504,9
2025-04-11 00:00:00+08:00,CFFEX.IC2504,8
2025-04-14 00:00:00+08:00,CFFEX.IC2504,7
2025-04-15 00:00:00+08:00,CFFEX.IC2504,4
2025-04-16 00:00:00+08:00,CFFEX.IC2504,3
2025-04-17 00:00:00+08:00,CFFEX.IC2506,65
2025-04-18 00:00:00+08:00,CFFEX.IC2506,64
2025-04-21 00:00:00+08:00,CFFEX.IC2506,63
2025-04-22 00:00:00+08:00,CFFEX.IC2506,60
2025-04-23 00:00:00+08:00,CFFEX.IC2506,59
2025-04-24 00:00:00+08:00,CFFEX.IC2506,58
2025-04-25 00:00:00+08:00,CFFEX.IC2506,57
2025-04-28 00:00:00+08:00,CFFEX.IC2506,56
2025-04-29 00:00:00+08:00,CFFEX.IC2506,53
2025-04-30 00:00:00+08:00,CFFEX.IC2506,52
2025-05-06 00:00:00+08:00,CFFEX.IC2506,46
2025-05-07 00:00:00+08:00,CFFEX.IC2506,45
2025-05-08 00:00:00+08:00,CFFEX.IC2506,44
2025-05-09 00:00:00+08:00,CFFEX.IC2506,43
2025-05-12 00:00:00+08:00,CFFEX.IC2506,42
2025-05-13 00:00:00+08:00,CFFEX.IC2506,39
2025-05-14 00:00:00+08:00,CFFEX.IC2506,38
2025-05-15 00:00:00+08:00,CFFEX.IC2506,37
2025-05-16 00:00:00+08:00,CFFEX.IC2506,36
2025-05-19 00:00:00+08:00,CFFEX.IC2506,35
2025-05-20 00:00:00+08:00,CFFEX.IC2506,32
2025-05-21 00:00:00+08:00,CFFEX.IC2506,31
2025-05-22 00:00:00+08:00,CFFEX.IC2506,30
2025-05-23 00:00:00+08:00,CFFEX.IC2506,29
2025-05-26 00:00:00+08:00,CFFEX.IC2506,28
2025-05-27 00:00:00+08:00,CFFEX.IC2506,25
2025-05-28 00:00:00+08:00,CFFEX.IC2506,24
2025-05-29 00:00:00+08:00,CFFEX.IC2506,23
2025-05-30 00:00:00+08:00,CFFEX.IC2506,22
2025-06-03 00:00:00+08:00,CFFEX.IC2506,18
2025-06-04 00:00:00+08:00,CFFEX.IC2506,17
2025-06-05 00:00:00+08:00,CFFEX.IC2506,16
2025-06-06 00:00:00+08:00,CFFEX.IC2506,15
2025-06-09 00:00:00+08:00,CFFEX.IC2506,14
2025-06-10 00:00:00+08:00,CFFEX.IC2506,11
2025-06-11 00:00:00+08:00,CFFEX.IC2506,10
2025-06-12 00:00:00+08:00,CFFEX.IC2506,9
2025-06-13 00:00:00+08:00,CFFEX.IC2506,8
2025-06-16 00:00:00+08:00,CFFEX.IC2506,7
2025-06-17 00:00:00+08:00,CFFEX.IC2506,4
2025-06-18 00:00:00+08:00,CFFEX.IC2506,3
2025-06-19 00:00:00+08:00,CFFEX.IC2509,93
2025-06-20 00:00:00+08:00,CFFEX.IC2509,92
2025-06-23 00:00:00+08:00,CFFEX.IC2509,91
2025-06-24 00:00:00+08:00,CFFEX.IC2509,88
2025-06-25 00:00:00+08:00,CFFEX.IC2509,87
2025-06-26 00:00:00+08:00,CFFEX.IC2509,86
2025-06-27 00:00:00+08:00,CFFEX.IC2509,85
2025-06-30 00:00:00+08:00,CFFEX.IC2509,84
2025-07-01 00:00:00+08:00,CFFEX.IC2509,81
2025-07-02 00:00:00+08:00,CFFEX.IC2509,80
2025-07-03 00:00:00+08:00,CFFEX.IC2509,79
2025-07-04 00:00:00+08:00,CFFEX.IC2509,78
2025-07-07 00:00:00+08:00,CFFEX.IC2509,77
2025-07-08 00:00:00+08:00,CFFEX.IC2509,74
2025-07-09 00:00:00+08:00,CFFEX.IC2509,73
2025-07-10 00:00:00+08:00,CFFEX.IC2509,72
2025-07-11 00:00:00+08:00,CFFEX.IC2509,71
2025-07-14 00:00:00+08:00,CFFEX.IC2509,70
2025-07-15 00:00:00+08:00,CFFEX.IC2509,67
2025-07-16 00:00:00+08:00,CFFEX.IC2509,66
2025-07-17 00:00:00+08:00,CFFEX.IC2509,65
2025-07-18 00:00:00+08:00,CFFEX.IC2509,64
2025-07-21 00:00:00+08:00,CFFEX.IC2509,63
2025-07-22 00:00:00+08:00,CFFEX.IC2509,60
2025-07-23 00:00:00+08:00,CFFEX.IC2509,59
2025-07-24 00:00:00+08:00,CFFEX.IC2509,58
2025-07-25 00:00:00+08:00,CFFEX.IC2509,57
2025-07-28 00:00:00+08:00,CFFEX.IC2509,56
2025-07-29 00:00:00+08:00,CFFEX.IC2509,53
2025-07-30 00:00:00+08:00,CFFEX.IC2509,52
